lat_wrf,lon_wrf,temperatura,viento,lluvia
33.7093,0.34042358,26.9,15.3,0.0
33.70709,0.39520264,26.3,13.0,0.0
33.704857,0.4499817,26.0,11.8,0.0
33.7026,0.50476074,26.1,10.8,0.0
33.700302,0.5595398,26.0,10.0,0.0
33.697968,0.61428833,26.2,9.3,0.0
33.695614,0.66903687,26.2,8.6,0.0
33.693222,0.7238159,25.8,7.8,0.0
33.6908,0.77856445,25.8,7.6,0.0
33.68835,0.833313,26.2,8.3,0.0
33.685867,0.888031,26.2,9.1,0.0
33.683353,0.94277954,26.0,9.4,0.0
33.680805,0.9975281,25.7,9.8,0.0
33.678223,1.0522461,24.9,10.2,0.0
33.675625,1.1069641,24.2,10.6,0.0
33.672977,1.1616821,24.3,10.3,0.0
33.67031,1.2164001,24.8,8.2,0.0
33.66761,1.2711182,25.4,8.8,0.0
33.664875,1.3258362,25.7,9.9,0.0
33.662117,1.3805237,25.4,10.3,0.0
33.659325,1.4352417,24.2,10.5,0.0
33.656494,1.4899292,23.2,10.7,0.0
33.65365,1.5446167,23.9,10.3,0.0
33.650753,1.5993042,25.4,7.9,0.0
33.647835,1.6539917,26.9,6.4,0.0
33.64488,1.7086487,27.2,8.2,0.0
33.641907,1.7633362,27.1,7.8,0.0
33.638897,1.8179932,27.1,7.6,0.0
33.635857,1.8726501,27.5,9.3,0.0
33.63278,1.9273071,28.1,11.1,0.0
33.629673,1.9819641,28.6,12.2,0.0
33.626545,2.036621,29.0,13.8,0.0
33.623375,2.0912476,29.2,15.0,0.0
33.62017,2.1459045,29.2,14.5,0.0
33.616943,2.200531,29.4,14.4,0.0
33.613686,2.2551575,29.8,15.1,0.0
33.61039,2.3097534,29.9,16.2,0.0
33.60707,2.36438,29.9,16.3,0.0
33.60371,2.4189758,30.1,17.5,0.0
33.600334,2.4736023,30.2,17.6,0.0
33.596924,2.5281982,30.5,17.6,0.0
33.59347,2.5827942,30.6,16.2,0.0
33.589993,2.6373596,30.4,14.1,0.0
33.586494,2.6919556,30.1,12.1,0.0
33.582954,2.746521,30.0,11.2,0.0
33.57939,2.8010864,29.9,10.5,0.0
33.57578,2.8556519,29.9,9.2,0.0
33.57215,2.9102173,30.0,9.3,0.0
33.568493,2.9647522,30.1,9.3,0.0
33.564796,3.0193176,30.1,9.8,0.0
33.561077,3.0738525,29.8,9.1,0.0
33.557316,3.1283875,29.7,8.2,0.0
33.553535,3.1829224,29.7,8.0,0.0
33.54972,3.2374268,29.7,8.9,0.0
33.54587,3.2919312,29.8,9.2,0.0
33.541992,3.346466,29.6,9.0,0.0
33.538082,3.40094,29.7,9.0,0.0
33.534138,3.4554443,29.8,9.2,0.0
33.530167,3.5099487,29.8,9.5,0.0
33.52617,3.5644226,29.8,10.3,0.0
33.522137,3.6188965,29.8,11.3,0.0
33.518074,3.6733704,30.1,13.3,0.0
33.513977,3.7278442,30.2,15.2,0.0
33.509857,3.7822876,30.1,16.1,0.0
33.50569,3.836731,30.3,17.5,0.0
33.501514,3.8911743,30.5,18.6,0.0
33.49729,3.9456177,30.6,18.0,0.0
33.493034,4.0000305,30.7,17.3,0.0
33.488758,4.054474,30.9,16.9,0.0
33.48445,4.1088867,31.2,16.7,0.0
33.480106,4.1632996,31.3,16.5,0.0
33.475746,4.217682,31.5,16.6,0.0
33.471344,4.2720947,31.5,15.9,0.0
33.466908,4.326477,31.7,15.9,0.0
33.46244,4.3808594,31.9,15.7,0.0
33.457947,4.435211,32.0,15.1,0.0
33.453423,4.4895935,32.1,14.6,0.0
33.44886,4.5439453,32.3,14.9,0.0
33.444286,4.598297,32.6,15.6,0.0
33.43966,4.6526184,32.9,16.3,0.0
33.435017,4.70697,33.2,17.1,0.0
33.430336,4.7612915,33.2,17.1,0.0
33.425625,4.815613,32.8,15.8,0.0
33.420883,4.869934,32.8,16.9,0.0
33.41612,4.924225,33.4,19.0,0.0
33.411316,4.9785156,33.6,16.9,0.0
33.40647,5.0328064,33.6,13.2,0.0
33.40162,5.087097,34.1,12.4,0.0
33.396717,5.1413574,34.5,12.1,0.0
33.3918,5.1956177,34.9,12.0,0.0
33.437103,-12.201538,22.1,28.3,0.0
33.44204,-12.147247,22.1,28.7,0.0
33.44693,-12.092926,22.0,29.1,0.0
33.4518,-12.038635,21.9,30.1,0.0
33.456635,-11.984283,21.6,30.8,0.0
33.46145,-11.929962,21.7,30.1,0.0
33.466217,-11.87561,21.6,30.2,0.0
33.47096,-11.821289,21.6,29.9,0.0
33.475677,-11.766907,21.6,30.2,0.0
33.48036,-11.712555,21.6,29.9,0.0
33.485016,-11.658173,21.6,29.8,0.0
33.489635,-11.603821,21.6,29.5,0.0
33.494225,-11.549408,21.6,29.4,0.0
33.498787,-11.495026,21.6,29.3,0.0
33.503307,-11.440613,21.6,29.2,0.0
33.507812,-11.38623,21.7,29.1,0.0
33.512276,-11.331787,21.7,28.9,0.0
33.516716,-11.277374,21.8,28.6,0.0
33.52112,-11.222961,21.9,28.5,0.0
33.525497,-11.168518,21.9,28.2,0.0
33.529842,-11.114075,21.8,28.0,0.0
33.534145,-11.059631,21.7,27.8,0.0
33.538437,-11.005157,21.6,27.5,0.0
33.542694,-10.950684,21.6,27.3,0.0
33.54691,-10.89621,21.7,27.0,0.0
33.55109,-10.841736,21.7,26.8,0.0
33.555256,-10.787262,21.8,26.5,0.0
33.559387,-10.732758,21.9,26.2,0.0
33.563484,-10.678253,22.0,26.0,0.0
33.56755,-10.623749,22.0,25.8,0.0
33.571587,-10.569244,21.9,25.6,0.0
33.57559,-10.51474,21.8,25.3,0.0
33.579567,-10.460205,21.7,24.7,0.0
33.58351,-10.40567,21.6,23.2,0.0
33.58743,-10.351135,21.3,21.5,0.0
33.591312,-10.29657,20.9,20.3,0.0
33.595158,-10.242035,20.9,19.4,0.0
33.59898,-10.1874695,21.1,18.9,0.0
33.602768,-10.132904,21.7,20.3,0.0
33.606525,-10.078339,21.3,20.2,0.0
33.61025,-10.023773,21.4,19.5,0.0
33.613945,-9.969177,21.4,19.1,0.0
33.617615,-9.914581,21.4,18.9,0.0
33.621246,-9.859985,21.5,18.8,0.0
33.624844,-9.805389,21.7,18.8,0.0
33.62842,-9.750793,21.8,18.9,0.0
33.63196,-9.696167,22.0,19.0,0.0
33.63548,-9.641571,22.5,17.0,0.0
33.638954,-9.586945,22.5,17.9,0.0
33.642406,-9.532318,22.5,19.0,0.0
33.645817,-9.477661,22.5,19.7,0.0
33.649204,-9.423035,22.3,20.6,0.0
33.652565,-9.368378,22.0,21.2,0.0
33.65589,-9.313751,21.9,20.7,0.0
33.659184,-9.259094,21.9,20.0,0.0
33.66244,-9.204407,22.0,19.1,0.0
33.66567,-9.14975,22.2,18.1,0.0
33.66887,-9.095093,22.4,17.0,0.0
33.67204,-9.040405,22.7,16.6,0.0
33.675186,-8.985718,23.0,15.7,0.0
33.678288,-8.93103,23.1,15.7,0.0
33.681362,-8.876343,23.1,15.7,0.0
33.684406,-8.821625,23.1,15.4,0.0
33.687424,-8.766937,23.1,15.0,0.0
33.690403,-8.712219,23.2,14.3,0.0
33.693356,-8.657501,23.2,13.6,0.0
33.69628,-8.602783,23.3,13.0,0.0
33.69917,-8.548065,23.3,12.6,0.0
33.702034,-8.493347,23.3,12.3,0.0
33.704857,-8.438599,23.4,11.8,0.0
33.70765,-8.383881,23.5,11.2,0.0
33.71042,-8.329132,23.5,11.2,0.0
33.71315,-8.274384,23.6,11.2,0.0
33.715855,-8.219635,23.6,11.2,0.0
33.718525,-8.164886,23.7,11.1,0.0
33.721172,-8.110138,23.8,11.0,0.0
33.723774,-8.055359,23.9,10.8,0.0
33.726353,-8.00061,23.9,10.7,0.0
33.7289,-7.9458313,24.0,10.6,0.0
33.731426,-7.8910522,24.1,10.6,0.0
33.733906,-7.836273,24.2,10.7,0.0
33.736366,-7.781494,24.3,11.1,0.0
33.73879,-7.7266846,24.4,11.5,0.0
33.74117,-7.6719055,24.4,11.9,0.0
33.743534,-7.617096,24.4,12.3,0.0
33.745865,-7.562317,24.4,12.8,0.0
33.748165,-7.5075073,24.3,13.3,0.0
33.750427,-7.4526978,24.4,14.1,0.0
33.752663,-7.397888,24.5,15.0,0.0
33.754875,-7.3430786,24.6,15.0,0.0
33.757042,-7.2882385,26.4,14.3,0.0
33.759186,-7.233429,26.9,13.1,0.0
33.76129,-7.178589,27.2,14.2,0.0
33.763382,-7.1237793,27.4,13.7,0.0
33.765423,-7.068939,27.8,13.1,0.0
33.767445,-7.014099,28.0,13.3,0.0
33.769424,-6.959259,27.5,10.4,0.0
33.77138,-6.904419,28.7,8.5,0.0
33.773304,-6.849579,29.0,9.0,0.0
33.775208,-6.794739,29.6,10.6,0.0
33.77706,-6.739868,29.1,11.3,0.0
33.77889,-6.685028,29.3,5.5,0.0
33.780693,-6.6301575,31.4,10.6,0.0
33.782455,-6.5753174,34.7,26.2,0.0
33.7842,-6.520447,34.8,31.9,0.0
33.785904,-6.465576,35.4,34.1,0.0
33.787582,-6.4107056,35.3,36.4,0.0
33.78922,-6.355835,34.6,34.6,0.0
33.790836,-6.3009644,33.9,28.4,0.0
33.792408,-6.2460938,33.6,21.2,0.0
33.79397,-6.1911926,33.2,16.8,0.0
33.795475,-6.136322,32.6,15.2,0.0
33.796967,-6.081421,32.6,16.4,0.0
33.79842,-6.0265503,32.1,13.7,0.0
33.799843,-5.971649,32.0,11.4,0.0
33.80124,-5.9167786,34.0,16.0,0.0
33.802605,-5.8618774,34.0,24.5,0.0
33.803932,-5.8069763,33.1,25.2,0.0
33.80523,-5.752075,32.0,23.4,0.0
33.80649,-5.697174,31.4,22.1,0.0
33.807735,-5.642273,30.8,22.8,0.0
33.808933,-5.587372,30.4,23.0,0.0
33.810112,-5.5324707,30.1,23.0,0.0
33.811253,-5.477539,30.2,23.0,0.0
33.812366,-5.422638,30.1,23.4,0.0
33.81344,-5.367737,29.7,21.4,0.0
33.8145,-5.312805,29.1,19.0,0.0
33.815514,-5.257904,28.5,15.5,0.0
33.816498,-5.2029724,27.7,11.3,0.0
33.81745,-5.1480713,27.7,8.9,0.0
33.81838,-5.0931396,28.1,8.2,0.0
33.81927,-5.038208,28.7,11.2,0.0
33.820133,-4.983307,28.7,12.8,0.0
33.820957,-4.9283752,27.3,12.3,0.0
33.82176,-4.8734436,26.9,12.4,0.0
33.822525,-4.818512,27.6,14.3,0.0
33.823265,-4.7635803,28.4,20.2,0.0
33.823963,-4.7086487,29.2,28.6,0.0
33.824642,-4.653717,30.4,37.8,0.0
33.82528,-4.5987854,29.8,43.4,0.0
33.825893,-4.5438538,27.9,45.0,0.0
33.82647,-4.488922,26.6,45.5,0.0
33.827023,-4.4339905,26.4,45.8,0.0
33.827538,-4.379059,26.4,44.5,0.0
33.828022,-4.324127,26.4,39.9,0.0
33.828472,-4.2691956,26.4,35.7,0.0
33.82889,-4.2142334,25.1,34.8,0.0
33.829285,-4.1593018,22.2,29.3,0.0
33.829647,-4.10437,19.9,15.5,0.0
33.82998,-4.0494385,19.7,4.6,0.0
33.830276,-3.9944763,21.1,4.9,0.0
33.830544,-3.9395447,21.3,7.6,0.0
33.830776,-3.884613,20.8,9.2,0.0
33.83098,-3.8296509,23.6,12.5,0.0
33.831154,-3.7747192,24.4,14.3,0.0
33.8313,-3.719757,22.8,14.2,0.0
33.83141,-3.6648254,22.2,10.6,0.0
33.831482,-3.6098938,23.2,15.2,0.0
33.831528,-3.5549316,25.5,18.4,0.0
33.83154,-3.5,26.8,18.0,0.0
33.831528,-3.4450684,25.9,18.6,0.0
33.831482,-3.3901062,24.6,10.7,0.0
33.83141,-3.3351746,24.2,13.6,0.0
33.8313,-3.280243,23.9,18.3,0.0
33.831154,-3.2252808,22.9,15.8,0.0
33.83098,-3.1703491,22.8,18.2,0.0
33.830776,-3.115387,22.4,18.8,0.0
33.830544,-3.0604553,22.5,19.7,0.0
33.830276,-3.0055237,22.7,20.2,0.0
33.82998,-2.9505615,23.1,20.6,0.0
33.829647,-2.89563,23.6,22.8,0.0
33.829285,-2.8406982,24.2,25.9,0.0
33.82889,-2.7857666,24.7,28.1,0.0
33.828472,-2.7308044,24.9,28.8,0.0
33.828022,-2.6758728,24.8,26.7,0.0
33.827538,-2.6209412,24.8,21.5,0.0
33.827023,-2.5660095,25.2,17.6,0.0
33.82647,-2.511078,25.1,15.9,0.0
33.825893,-2.4561462,25.5,17.9,0.0
33.82528,-2.4012146,25.7,19.5,0.0
33.824642,-2.346283,25.9,21.4,0.0
33.823963,-2.2913513,26.0,21.8,0.0
33.823265,-2.2364197,26.1,20.6,0.0
33.822525,-2.181488,26.5,18.4,0.0
33.82176,-2.1265564,27.1,16.9,0.0
33.820957,-2.0716248,27.5,17.7,0.0
33.820133,-2.016693,27.5,21.3,0.0
33.81927,-1.961792,27.4,24.0,0.0
33.81838,-1.9068604,27.2,24.8,0.0
33.81745,-1.8519287,27.1,25.7,0.0
33.816498,-1.7970276,27.2,28.3,0.0
33.815514,-1.742096,27.3,31.7,0.0
33.8145,-1.6871948,27.2,35.0,0.0
33.81344,-1.6322632,27.1,35.8,0.0
33.812366,-1.5773621,26.9,35.5,0.0
33.811253,-1.5224609,27.0,36.4,0.0
33.810112,-1.4675293,26.8,35.5,0.0
33.808933,-1.4126282,27.0,34.7,0.0
33.807735,-1.357727,27.2,34.4,0.0
33.80649,-1.3028259,27.2,34.0,0.0
33.80523,-1.2479248,27.3,33.5,0.0
33.803932,-1.1930237,27.3,31.9,0.0
33.802605,-1.1381226,27.5,30.5,0.0
33.80124,-1.0832214,27.4,28.4,0.0
33.799843,-1.0283508,27.4,27.8,0.0
33.79842,-0.9734497,27.4,26.6,0.0
33.796967,-0.9185791,27.4,25.3,0.0
33.795475,-0.863678,27.3,25.2,0.0
33.79397,-0.8088074,27.3,25.2,0.0
33.792408,-0.75390625,27.3,24.6,0.0
33.790836,-0.69903564,27.3,24.1,0.0
33.78922,-0.64416504,27.4,23.9,0.0
33.787582,-0.58929443,27.3,23.4,0.0
33.785904,-0.5344238,27.4,22.8,0.0
33.7842,-0.47955322,27.5,22.9,0.0
33.782455,-0.42468262,27.7,24.5,0.0
33.780693,-0.36984253,27.9,27.9,0.0
33.77889,-0.31497192,28.0,31.6,0.0
33.77706,-0.26013184,28.1,33.9,0.0
33.775208,-0.20526123,28.4,33.1,0.0
33.773304,-0.15042114,28.4,26.2,0.0
33.77138,-0.095581055,27.7,13.0,0.0
33.769424,-0.040740967,27.8,1.7,0.0
33.767445,0.014099121,26.9,8.2,0.0
33.765423,0.06893921,27.8,17.2,0.0
33.763382,0.1237793,27.7,17.2,0.0
33.76129,0.17858887,28.0,20.1,0.0
33.759186,0.23342896,27.8,19.2,0.0
33.757042,0.28823853,27.4,16.2,0.0
33.754875,0.3430786,26.7,13.4,0.0
33.752663,0.39788818,25.9,11.7,0.0
33.750427,0.45269775,26.1,9.9,0.0
33.748165,0.5075073,26.3,9.8,0.0
33.745865,0.5623169,26.4,9.2,0.0
33.743534,0.61709595,26.5,8.7,0.0
33.74117,0.6719055,26.6,8.7,0.0
33.73879,0.7266846,26.4,8.8,0.0
33.736366,0.78149414,26.4,8.7,0.0
33.733906,0.8362732,26.6,8.5,0.0
33.731426,0.89105225,26.7,8.4,0.0
33.7289,0.9458313,26.6,8.8,0.0
33.726353,1.0005798,25.9,9.3,0.0
33.723774,1.0553589,25.5,9.4,0.0
33.721172,1.1101379,24.2,9.4,0.0
33.718525,1.1648865,23.3,9.0,0.0
33.715855,1.219635,24.1,8.4,0.0
33.71315,1.2743835,25.3,8.9,0.0
33.71042,1.3291321,25.4,11.5,0.0
33.70765,1.3838806,25.3,13.5,0.0
33.704857,1.4385986,25.0,14.7,0.0
33.702034,1.4933472,24.7,13.3,0.0
33.69917,1.5480652,24.6,12.2,0.0
33.69628,1.6027832,25.3,11.7,0.0
33.693356,1.6575012,26.1,8.8,0.0
33.690403,1.7122192,27.1,10.9,0.0
33.687424,1.7669373,27.6,10.0,0.0
33.684406,1.8216248,27.6,8.8,0.0
33.681362,1.8763428,27.4,11.1,0.0
33.678288,1.9310303,27.3,13.3,0.0
33.675186,1.9857178,27.3,13.5,0.0
33.67204,2.0404053,28.0,14.9,0.0
33.66887,2.0950928,28.8,15.1,0.0
33.66567,2.1497498,29.1,14.1,0.0
33.66244,2.2044067,29.2,13.6,0.0
33.659184,2.2590942,29.3,15.0,0.0
33.65589,2.3137512,29.4,16.0,0.0
33.652565,2.3683777,29.3,15.9,0.0
33.649204,2.4230347,29.5,15.8,0.0
33.645817,2.4776611,29.7,15.8,0.0
33.642406,2.532318,29.9,15.7,0.0
33.638954,2.5869446,30.1,14.9,0.0
33.63548,2.641571,30.3,13.6,0.0
33.63196,2.696167,30.2,11.7,0.0
33.62842,2.7507935,30.2,11.5,0.0
33.624844,2.8053894,30.1,10.6,0.0
33.621246,2.8599854,30.1,9.4,0.0
33.617615,2.9145813,30.2,10.9,0.0
33.613945,2.9691772,30.2,10.3,0.0
33.61025,3.0237732,30.2,10.3,0.0
33.606525,3.0783386,30.0,9.2,0.0
33.602768,3.132904,29.8,7.1,0.0
33.59898,3.1874695,29.7,7.1,0.0
33.595158,3.242035,29.8,8.5,0.0
33.591312,3.2965698,29.9,8.4,0.0
33.58743,3.3511353,29.9,8.3,0.0
33.58351,3.4056702,29.9,8.3,0.0
33.579567,3.460205,29.9,8.6,0.0
33.57559,3.51474,30.0,9.3,0.0
33.571587,3.5692444,30.0,9.8,0.0
33.56755,3.6237488,29.9,10.1,0.0
33.563484,3.6782532,30.0,11.0,0.0
33.559387,3.7327576,30.0,10.9,0.0
33.555256,3.787262,30.0,10.9,0.0
33.55109,3.8417358,30.0,11.6,0.0
33.54691,3.8962097,30.3,12.5,0.0
33.542694,3.9506836,30.4,13.3,0.0
33.538437,4.0051575,30.7,14.7,0.0
33.534145,4.0596313,30.9,15.8,0.0
33.529842,4.1140747,31.2,16.6,0.0
33.525497,4.168518,31.3,17.4,0.0
33.52112,4.2229614,31.4,17.4,0.0
33.516716,4.2773743,31.5,17.2,0.0
33.512276,4.331787,31.7,17.3,0.0
33.507812,4.3862305,32.0,17.6,0.0
33.503307,4.440613,32.2,17.2,0.0
33.498787,4.4950256,32.3,16.3,0.0
33.494225,4.549408,32.4,16.1,0.0
33.489635,4.603821,32.6,16.2,0.0
33.485016,4.6581726,32.9,16.8,0.0
33.48036,4.712555,33.2,17.5,0.0
33.475677,4.7669067,33.4,17.8,0.0
33.47096,4.821289,33.1,16.5,0.0
33.466217,4.8756104,32.9,16.6,0.0
33.46145,4.929962,33.4,19.7,0.0
33.456635,4.9842834,33.7,18.7,0.0
33.4518,5.0386353,33.7,13.7,0.0
33.44693,5.092926,34.0,12.6,0.0
33.44204,5.1472473,34.3,11.9,0.0
33.437103,5.201538,34.6,11.3,0.0
33.48242,-12.207489,22.1,28.1,0.0
33.487354,-12.153137,22.1,28.5,0.0
33.492256,-12.098785,22.0,29.0,0.0
33.497128,-12.044434,21.8,30.1,0.0
33.501965,-11.990082,21.6,30.9,0.0
33.506775,-11.935699,21.7,29.9,0.0
33.51156,-11.881348,21.6,30.1,0.0
33.516304,-11.826935,21.6,29.9,0.0
33.521027,-11.7725525,21.5,30.2,0.0
33.525715,-11.71817,21.6,29.9,0.0
33.53036,-11.663757,21.6,29.8,0.0
33.53499,-11.6093445,21.6,29.5,0.0
33.53958,-11.554901,21.6,29.4,0.0
33.544144,-11.500488,21.6,29.3,0.0
33.54868,-11.446045,21.6,29.1,0.0
33.55318,-11.391602,21.6,28.9,0.0
33.55766,-11.337158,21.7,28.7,0.0
33.562096,-11.282684,21.8,28.5,0.0
33.566505,-11.22821,21.8,28.3,0.0
33.570885,-11.173737,21.8,28.0,0.0
33.575233,-11.119263,21.7,27.7,0.0
33.579548,-11.064789,21.6,27.5,0.0
33.58383,-11.010284,21.6,27.2,0.0
33.588085,-10.95578,21.6,27.1,0.0
33.59231,-10.901276,21.6,26.9,0.0
33.596508,-10.846741,21.7,26.8,0.0
33.600677,-10.792236,21.8,26.6,0.0
33.604805,-10.737701,21.8,26.4,0.0
33.608902,-10.6831665,21.9,26.2,0.0
33.61298,-10.628632,21.8,25.9,0.0
33.61702,-10.574066,21.7,25.6,0.0
33.62102,-10.519531,21.6,25.2,0.0
33.625004,-10.464966,21.5,24.4,0.0
33.628952,-10.4104,21.5,22.9,0.0
33.632862,-10.355804,21.4,21.5,0.0
33.63675,-10.301239,21.2,20.5,0.0
33.640602,-10.246643,21.2,20.3,0.0
33.644432,-10.192047,21.3,19.9,0.0
33.64822,-10.137451,21.4,21.1,0.0
33.651974,-10.082825,21.3,20.5,0.0
33.65571,-10.028229,21.4,20.3,0.0
33.659405,-9.973602,21.5,20.2,0.0
33.663074,-9.918976,21.4,20.1,0.0
33.666714,-9.864349,21.6,19.9,0.0
33.67032,-9.809723,21.7,19.4,0.0
33.673893,-9.755066,21.8,19.2,0.0
33.677444,-9.700409,22.1,19.6,0.0
33.68095,-9.645752,22.3,18.8,0.0
33.68444,-9.591095,22.3,19.9,0.0
33.68789,-9.536438,22.2,20.1,0.0
33.691307,-9.4817505,22.3,20.0,0.0
33.694702,-9.4270935,22.2,20.4,0.0
33.698063,-9.372406,22.0,20.0,0.0
33.701378,-9.3177185,22.0,19.1,0.0
33.704674,-9.263031,22.2,18.3,0.0
33.707947,-9.208313,22.5,17.2,0.0
33.711174,-9.1536255,22.7,16.4,0.0
33.71438,-9.098907,22.9,16.0,0.0
33.717556,-9.044189,23.0,16.1,0.0
33.72069,-8.989471,23.0,16.4,0.0
33.7238,-8.934753,23.0,16.5,0.0
33.726883,-8.880005,23.0,16.5,0.0
33.729935,-8.825287,23.0,16.6,0.0
33.732944,-8.770538,23.0,15.9,0.0
33.73593,-8.71579,23.1,14.9,0.0
33.738888,-8.661041,23.2,13.9,0.0
33.74181,-8.606293,23.2,13.0,0.0
33.74471,-8.551544,23.3,12.3,0.0
33.74756,-8.496765,23.3,11.7,0.0
33.750397,-8.441986,23.5,11.2,0.0
33.75319,-8.387207,23.5,10.7,0.0
33.755955,-8.3324585,23.5,10.8,0.0
33.758698,-8.277649,23.6,10.6,0.0
33.761406,-8.22287,23.7,10.3,0.0
33.764072,-8.168091,23.7,10.0,0.0
33.766727,-8.113281,23.8,9.8,0.0
33.76932,-8.058472,23.9,9.5,0.0
33.77191,-8.003693,23.9,9.2,0.0
33.774464,-7.948883,24.0,9.0,0.0
33.776985,-7.894043,24.1,9.1,0.0
33.77947,-7.8392334,24.2,9.3,0.0
33.78193,-7.784424,24.3,9.8,0.0
33.784344,-7.7295837,24.3,10.5,0.0
33.786736,-7.674774,24.3,11.1,0.0
33.78911,-7.619934,24.3,11.7,0.0
33.791443,-7.565094,24.3,12.1,0.0
33.79374,-7.510254,24.3,12.5,0.0
33.796013,-7.455414,24.4,13.1,0.0
33.79825,-7.400543,24.5,14.3,0.0
33.80045,-7.345703,24.7,16.1,0.0
33.802628,-7.2908325,24.7,17.5,0.0
33.80477,-7.2359924,26.2,15.9,0.0
33.80688,-7.181122,26.7,15.0,0.0
33.808968,-7.126251,26.6,13.9,0.0
33.811012,-7.0713806,27.1,13.8,0.0
33.813038,-7.01651,27.5,13.3,0.0
33.81503,-6.9616394,27.2,10.9,0.0
33.816982,-6.906769,28.9,7.7,0.0
33.8189,-6.8518677,28.7,7.5,0.0
33.8208,-6.796997,29.1,8.2,0.0
33.822666,-6.742096,29.5,10.0,0.0
33.824497,-6.687195,29.9,4.5,0.0
33.8263,-6.632324,32.4,13.0,0.0
33.828064,-6.577423,34.6,26.9,0.0
33.8298,-6.522522,35.0,28.1,0.0
33.83151,-6.467621,34.9,30.1,0.0
33.833187,-6.412689,34.9,29.6,0.0
33.834827,-6.357788,34.2,27.4,0.0
33.836445,-6.302887,33.6,23.7,0.0
33.83802,-6.2479553,33.2,20.5,0.0
33.83957,-6.193054,33.1,19.4,0.0
33.841095,-6.1381226,33.3,19.9,0.0
33.842583,-6.083191,34.1,19.5,0.0
33.844032,-6.02829,32.6,16.9,0.0
33.84546,-5.973358,33.7,17.3,0.0
33.84686,-5.9184265,35.0,22.5,0.0
33.848217,-5.863495,34.5,26.4,0.0
33.849552,-5.808563,33.6,24.0,0.0
33.850853,-5.7536316,32.7,21.9,0.0
33.85212,-5.6986694,32.1,21.7,0.0
33.85336,-5.643738,31.9,23.1,0.0
33.854565,-5.588806,31.4,25.3,0.0
33.85574,-5.533844,30.9,25.4,0.0
33.856876,-5.4789124,30.7,23.4,0.0
33.85799,-5.42395,30.3,21.6,0.0
33.85907,-5.3690186,30.0,19.8,0.0
33.860126,-5.3140564,29.4,17.8,0.0
33.86115,-5.259094,29.1,16.9,0.0
33.862133,-5.2041626,29.0,14.9,0.0
33.863083,-5.1492004,28.8,11.9,0.0
33.86401,-5.0942383,28.8,7.8,0.0
33.86491,-5.039276,29.5,3.3,0.0
33.865765,-4.984314,29.6,10.6,0.0
33.866592,-4.929352,29.7,18.0,0.0
33.86739,-4.8743896,29.9,17.0,0.0
33.868156,-4.8194275,28.8,19.0,0.0
33.8689,-4.7644653,29.2,22.6,0.0
33.869602,-4.7094727,30.3,29.2,0.0
33.87028,-4.6545105,31.2,37.6,0.0
33.870914,-4.5995483,30.6,42.6,0.0
33.871532,-4.544586,29.0,45.3,0.0
33.87211,-4.4895935,27.6,48.0,0.0
33.87267,-4.4346313,26.6,50.6,0.0
33.873177,-4.379669,25.2,51.1,0.0
33.87366,-4.3246765,23.4,46.4,0.0
33.87411,-4.2697144,23.1,37.2,0.0
33.87455,-4.2147217,23.8,26.7,0.0
33.87493,-4.1597595,22.8,17.6,0.0
33.87529,-4.104767,21.1,11.2,0.0
33.875618,-4.0498047,20.6,8.9,0.0
33.875923,-3.994812,21.8,7.9,0.0
33.87619,-3.9398499,22.5,8.5,0.0
33.87642,-3.8848572,22.3,10.8,0.0
33.876625,-3.829895,22.8,13.4,0.0
33.8768,-3.7749023,23.4,15.8,0.0
33.876934,-3.7199097,22.6,13.4,0.0
33.87704,-3.6649475,22.5,12.8,0.0
33.87713,-3.6099548,23.7,14.0,0.0
33.877174,-3.5549927,24.9,14.5,0.0
33.877186,-3.5,26.8,16.9,0.0
33.877174,-3.4450073,26.3,18.2,0.0
33.87713,-3.3900452,24.3,10.0,0.0
33.87704,-3.3350525,23.9,9.6,0.0
33.876934,-3.2800903,24.6,14.6,0.0
33.8768,-3.2250977,24.3,15.7,0.0
33.876625,-3.170105,23.3,17.2,0.0
33.87642,-3.1151428,21.6,15.5,0.0
33.87619,-3.0601501,21.3,14.9,0.0
33.875923,-3.005188,22.2,17.3,0.0
33.875618,-2.9501953,22.7,19.5,0.0
33.87529,-2.8952332,23.1,22.4,0.0
33.87493,-2.8402405,23.3,24.0,0.0
33.87455,-2.7852783,23.6,25.8,0.0
33.87411,-2.7302856,23.9,27.1,0.0
33.87366,-2.6753235,23.8,24.5,0.0
33.873177,-2.6203308,23.9,18.9,0.0
33.87267,-2.5653687,24.9,17.4,0.0
33.87211,-2.5104065,25.4,18.0,0.0
33.871532,-2.4554138,25.6,19.1,0.0
33.870914,-2.4004517,25.7,19.7,0.0
33.87028,-2.3454895,25.8,20.6,0.0
33.869602,-2.2905273,25.8,20.5,0.0
33.8689,-2.2355347,25.9,19.3,0.0
33.868156,-2.1805725,26.5,17.3,0.0
33.86739,-2.1256104,26.9,15.7,0.0
33.866592,-2.0706482,27.0,15.7,0.0
33.865765,-2.015686,27.5,20.6,0.0
33.86491,-1.9607239,27.5,23.8,0.0
33.86401,-1.9057617,27.3,24.6,0.0
33.863083,-1.8507996,27.1,25.6,0.0
33.862133,-1.7958374,27.0,28.2,0.0
33.86115,-1.7409058,26.8,31.3,0.0
